Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
DIBR2,,Dicliptera brachiata (Pursh) Spreng.,branched foldwing,Acanthaceae
DIBR2,DIBR6,Diapedium brachiatum (Pursh) Kuntze,,Acanthaceae
DIBR2,DIBRA,Dicliptera brachiata (Pursh) Spreng. var. attenuata A. Gray,,Acanthaceae
DIBR2,DIBRG,Dicliptera brachiata (Pursh) Spreng. var. glandulosa (Scheele) Fernald,,Acanthaceae
DIBR2,DIBRR,Dicliptera brachiata (Pursh) Spreng. var. ruthii Fernald,,Acanthaceae
DIBR2,DIGL4,Dicliptera glandulosa Scheele,,Acanthaceae
DIBR2,JUBR8,Justicia brachiata Pursh,,Acanthaceae
DICLI,,Dicliptera Juss.,foldwing,Acanthaceae
DYHU,,Dyschoriste humistrata (Michx.) Kuntze,swamp snakeherb,Acanthaceae
DYHU,APHU,Apassalus humistratus (Michx.) Kobuski,,Acanthaceae
DYHU,CAHU4,Calophanes humistrata (Michx.) Shuttlw. ex Nees,,Acanthaceae
DYHU,RUHU5,Ruellia humistrata Michx.,,Acanthaceae
DYOB,,Dyschoriste oblongifolia (Michx.) Kuntze,oblongleaf snakeherb,Acanthaceae
DYOB,RUOB5,Ruellia oblongifolia Michx.,,Acanthaceae
DYSCH,,Dyschoriste Nees,snakeherb,Acanthaceae
ELCA6,,Elytraria caroliniensis (J.F. Gmel.) Pers.,Carolina scalystem,Acanthaceae
ELCAC,,Elytraria caroliniensis (J.F. Gmel.) Pers. var. caroliniensis,Carolina scalystem,Acanthaceae
ELCAC,ELVI8,Elytraria virgata Michx.,,Acanthaceae
ELCAC,TUCA,Tubiflora caroliniensis J.F. Gmel.,,Acanthaceae
ELYTR,,Elytraria Michx.,scalystem,Acanthaceae
HYGRO,,Hygrophila R. Br.,swampweed,Acanthaceae
HYLA,,Hygrophila lacustris (Schltdl. & Cham.) Nees,gulf swampweed,Acanthaceae
HYLA,RULA14,Ruellia lacustris Schltdl. & Cham.,,Acanthaceae
JUAM,,Justicia americana (L.) Vahl,American water-willow,Acanthaceae
JUAM,DIAM2,Dianthera americana L.,,Acanthaceae
JUAM,DIAMS,Dianthera americana L. var. subcoriacea (Fernald) Shinners,,Acanthaceae
JUAM,JUAMS,Justicia americana (L.) Vahl var. subcoriacea Fernald,,Acanthaceae
JUAM,JUMO2,Justicia mortuifluminis Fernald,,Acanthaceae
JUAM,JUUM,Justicia umbratilis Fernald,,Acanthaceae
JUAN,,Justicia angusta (Chapm.) Small,pineland water-willow,Acanthaceae
JUAN,DIAN3,Dianthera angusta (Chapm.) Small,,Acanthaceae
JUAN,DIOVA2,Dianthera ovata Walter var. angusta Chapm.,,Acanthaceae
JUAN,JUOVA,Justicia ovata (Walter) Lindau var. angusta (Chapm.) R.W. Long,,Acanthaceae
JUCR,,Justicia crassifolia (Chapm.) Chapm. ex Small,thickleaf water-willow,Acanthaceae
JUCR,DICR4,Dianthera crassifolia Chapm.,,Acanthaceae
JULA3,,Justicia lanceolata (Chapm.) Small,looseflower water-willow,Acanthaceae
JULA3,DILA17,Dianthera lanceolata (Chapm.) Small,,Acanthaceae
JULA3,DIOVL,Dianthera ovata Walter var. lanceolata Chapm.,,Acanthaceae
JULA3,JUOVL,Justicia ovata (Walter) Lindau var. lanceolata (Chapm.) R.W. Long,,Acanthaceae
JUOV,,Justicia ovata (Walter) Lindau,looseflower water-willow,Acanthaceae
JUOVO,,Justicia ovata (Walter) Lindau var. ovata,looseflower water-willow,Acanthaceae
JUOVO,DIHU2,Dianthera humilis (Michx.) Engelm. & A. Gray,,Acanthaceae
JUOVO,DIOV2,Dianthera ovata Walter,,Acanthaceae
JUOVO,JUHU2,Justicia humilis Michx.,,Acanthaceae
JUSTI,,Justicia L.,water-willow,Acanthaceae
RUCA19,,Ruellia caerulea Morong,Britton's wild petunia,Acanthaceae
RUCA19,RUBR,Ruellia brittoniana Leonard,,Acanthaceae
RUCA19,RUMA18,"Ruellia malacosperma sensu Small, non Greenm.",,Acanthaceae
RUCA19,RUSI7,Ruellia simplex C. Wright,,Acanthaceae
RUCA19,RUTW,Ruellia tweediana auct. non Griseb.,,Acanthaceae
RUCA4,,Ruellia caroliniensis (J.F. Gmel.) Steud.,Carolina wild petunia,Acanthaceae
RUCAC,,Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long,Carolina wild petunia,Acanthaceae
RUCAC2,,Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. caroliniensis,Carolina wild petunia,Acanthaceae
RUCAC4,,Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. caroliniensis var. caroliniensis,Carolina wild petunia,Acanthaceae
RUCAC4,PACA14,Pattersonia caroliniensis J.F. Gmel.,,Acanthaceae
RUCAC4,RUCAC6,Ruellia caroliniensis (J.F. Gmel.) Steud. var. cheloniformis Fernald,,Acanthaceae
RUCAC4,RUCAD,Ruellia caroliniensis (J.F. Gmel.) Steud. var. dentata (Nees) Fernald,,Acanthaceae
RUCAC4,RUCAM,Ruellia caroliniensis (J.F. Gmel.) Steud. var. membranacea Fernald,,Acanthaceae
RUCAC4,RUCAN,Ruellia caroliniensis (J.F. Gmel.) Steud. var. nanella Fernald,,Acanthaceae
RUCAC4,RUCAP,Ruellia caroliniensis (J.F. Gmel.) Steud. var. parviflora (Nees) S.F. Blake,,Acanthaceae
RUCAC4,RUCAS4,Ruellia caroliniensis (J.F. Gmel.) Steud. var. salicina Fernald,,Acanthaceae
RUCAC4,RUCAS5,Ruellia caroliniensis (J.F. Gmel.) Steud. var. semicalva Fernald,,Acanthaceae
RUCAC4,RUHY3,Ruellia hybrida Pursh,,Acanthaceae
RUCAC4,RUPA21,Ruellia parviflora (Nees) Britton,,Acanthaceae
RUCAC5,,Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long var. cinerascens (Fernald) Kartesz & Gandhi,Carolina wild petunia,Acanthaceae
RUCAC5,RUCI4,Ruellia ciliosa Pursh,,Acanthaceae
RUCAC5,RUCIC,Ruellia ciliosa Pursh var. cinerascens Fernald,,Acanthaceae
RUCAC5,RUHU6,"Ruellia humilis sensu Small, non Nutt.",,Acanthaceae
RUELL,,Ruellia L.,wild petunia,Acanthaceae
RUHU,,Ruellia humilis Nutt.,fringeleaf wild petunia,Acanthaceae
RUHU,RUCIL,Ruellia ciliosa Pursh var. longiflora A. Gray,,Acanthaceae
RUHU,RUHUC,Ruellia humilis Nutt. var. calvescens Fernald,,Acanthaceae
RUHU,RUHUD,Ruellia humilis Nutt. var. depauperata Tharp & F.A. Barkley,,Acanthaceae
RUHU,RUHUE,Ruellia humilis Nutt. var. expansa Fernald,,Acanthaceae
RUHU,RUHUF,Ruellia humilis Nutt. var. frondosa Fernald,,Acanthaceae
RUHU,RUHUL,Ruellia humilis Nutt. var. longiflora (A. Gray) Fernald,,Acanthaceae
RUNO,,Ruellia noctiflora (Nees) A. Gray,nightflowering wild petunia,Acanthaceae
RUPE4,,Ruellia pedunculata Torr. ex A. Gray,stalked wild petunia,Acanthaceae
RUPEP,,Ruellia pedunculata Torr. ex A. Gray ssp. pinetorum (Fernald) R.W. Long,stalked wild petunia,Acanthaceae
RUPEP,RUPI2,Ruellia pinetorum Fernald,,Acanthaceae
RUPU2,,Ruellia purshiana Fernald,Pursh's wild petunia,Acanthaceae
RUST2,,Ruellia strepens L.,limestone wild petunia,Acanthaceae
RUST2,DIMI4,Dipteracanthus micranthus Engelm. & A. Gray,,Acanthaceae
RUST2,DIST4,Dipteracanthus strepens (L.) Nees,,Acanthaceae
RUST2,RUSTC,Ruellia strepens L. var. cleistantha A. Gray,,Acanthaceae
RUST2,RUSTM,Ruellia strepens L. var. micrantha (Engelm. & A. Gray) Britton,,Acanthaceae
STDU2,,Stenandrium dulce (Cav.) Nees,sweet shaggytuft,Acanthaceae
STDUD,,Stenandrium dulce (Cav.) Nees var. dulce,sweet shaggytuft,Acanthaceae
STDUD,CRFA3,Crossandra fascicularis auct. non Benth.,,Acanthaceae
STDUD,GEDU2,Gerardia dulcis (Cav.) Nees,,Acanthaceae
STDUD,RUDU3,Ruellia dulcis Cav.,,Acanthaceae
STDUD,STFA,Stenandrium fasciculare auct. non (Benth.) Wassh.,,Acanthaceae
STENA,,Stenandrium Nees,shaggytuft,Acanthaceae
YEATE,,Yeatesia Small,bractspike,Acanthaceae
YEVI,,Yeatesia viridiflora (Nees) Small,yellow bractspike,Acanthaceae
YEVI,DIHA3,Dicliptera halei Riddell,,Acanthaceae
YEVI,DIVI8,Dicliptera viridiflora (Nees) R.W. Long,,Acanthaceae
YEVI,GALA9,Gatesia laetevirens (Buckley) A. Gray,,Acanthaceae
YEVI,JULA2,Justicia laetevirens Buckley,,Acanthaceae
YEVI,RHVI4,Rhytiglossa viridiflora Nees,,Acanthaceae
YEVI,YELA,Yeatesia laetevirens (Buckley) Small,,Acanthaceae
ACARO2,,Acarospora A. Massal.,cracked lichen,Acarosporaceae
ACER,,Acer L.,maple,Aceraceae
ACFL,,Acer floridanum (Chapm.) Pax,southern sugar maple,Aceraceae
ACFL,ACBA3,Acer barbatum Michx. p.p.,,Aceraceae
ACFL,ACBAL,Acer barbatum Michx. var. longii (Fernald) Fernald,,Aceraceae
ACFL,ACBAV,Acer barbatum Michx. var. villipes (Rehder) Ashe,,Aceraceae
ACFL,ACFLL,Acer floridanum (Chapm.) Pax var. longii Fernald,,Aceraceae
ACFL,ACFLV,Acer floridanum (Chapm.) Pax var. villipes Rehder,,Aceraceae
ACFL,ACNIF,Acer nigrum Michx. f. var. floridanum (Chapm.) Fosberg,,Aceraceae
ACFL,ACSAF2,Acer saccharinum L. var. floridanum Chapm.,,Aceraceae
ACFL,ACSAF,Acer saccharum Marshall ssp. floridanum (Chapm.) Desmarais,,Aceraceae
ACFL,ACSAF3,Acer saccharum Marshall var. floridanum (Chapm.) Small & A. Heller,,Aceraceae
ACFL,SABA13,Saccharodendron barbatum (Michx.) Nieuwl.,,Aceraceae
ACFL,SAFL8,Saccharodendron floridanum (Chapm.) Nieuwl.,,Aceraceae
ACLE,,Acer leucoderme Small,chalk maple,Aceraceae
ACLE,ACNIL,Acer nigrum Michx. f. var. leucoderme (Small) Fosberg,,Aceraceae
ACLE,ACSAL,Acer saccharum Marshall ssp. leucoderme (Small) Desmarais,,Aceraceae
ACLE,ACSAL2,Acer saccharum Marshall var. leucoderme (Small) Rehder,,Aceraceae
ACLE,SALE8,Saccharodendron leucoderme (Small) Nieuwl.,,Aceraceae
ACNE2,,Acer negundo L.,boxelder,Aceraceae
ACNEN,,Acer negundo L. var. negundo,boxelder,Aceraceae
ACNEN,ACNEV2,Acer negundo L. var. variegatum Jacques,,Aceraceae
ACNEN,NEAC,Negundo aceroides (L.) Moench,,Aceraceae
ACNEN,NENE,"Negundo negundo (L.) Karst., nom. inval.",,Aceraceae
ACNI5,,Acer nigrum Michx. f.,black maple,Aceraceae
ACNI5,ACNIP,Acer nigrum Michx. f. var. palmeri Sarg.,,Aceraceae
ACNI5,ACSAN,Acer saccharum Marshall ssp. nigrum (Michx. f.) Desmarais,,Aceraceae
ACNI5,ACSAN2,Acer saccharum Marshall var. nigrum (Michx. f.) Britton,,Aceraceae
ACNI5,ACSAV,Acer saccharum Marshall var. viride (Schmidt) A.E. Murray,,Aceraceae
ACNI5,SANI9,Saccharodendron nigrum (Michx. f.) Small,,Aceraceae
ACPE,,Acer pensylvanicum L.,striped maple,Aceraceae
ACRU,,Acer rubrum L.,red maple,Aceraceae
ACRU,ACBA2,Acer barbatum Michx. p.p.,,Aceraceae
ACRUD,,Acer rubrum L. var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,Drummond's maple,Aceraceae
ACRUD,ACDR,Acer drummondii Hook. & Arn. ex Nutt.,,Aceraceae
ACRUD,ACRUD2,Acer rubrum L. ssp. drummondii (Hook. & Arn. ex Nutt.) A.E. Murray,,Aceraceae
ACRUD,RUDR3,Rufacer drummondii (Hook. & Arn. ex Nutt.) Small,,Aceraceae
ACRUR,,Acer rubrum L. var. rubrum,red maple,Aceraceae
ACRUR,ACRUT2,Acer rubrum L. var. tomentosum Tausch,,Aceraceae
ACRUR,ACST,Acer stenocarpum Britton,,Aceraceae
ACRUR,RURU5,Rufacer rubrum (L.) Small,,Aceraceae
ACRUT,,Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch,red maple,Aceraceae
ACRUT,ACCA9,Acer carolinianum Walter,,Aceraceae
ACRUT,ACRUT3,Acer rubrum L. var. tridens Alph. Wood,,Aceraceae
ACRUT,RUCA7,Rufacer carolinianum (Walter) Small,,Aceraceae
ACSA2,,Acer saccharinum L.,silver maple,Aceraceae
ACSA2,ACDA2,Acer dasycarpum Ehrh.,,Aceraceae
ACSA2,ACSAL3,Acer saccharinum L. var. laciniatum Pax,,Aceraceae
ACSA2,ACSAW,Acer saccharinum L. var. wieri Rehder,,Aceraceae
ACSA2,ARSA9,Argentacer saccharinum (L.) Small,,Aceraceae
ACSA3,,Acer saccharum Marshall,sugar maple,Aceraceae
ACSAS,,Acer saccharum Marshall var. saccharum,sugar maple,Aceraceae
ACSAS,ACNIG,Acer nigrum Michx. f. var. glaucum (F. Schmidt) Fosberg,,Aceraceae
ACSAS,ACNIS2,Acer nigrum Michx. f. var. saccharophorum (K. Koch) R.T. Clausen,,Aceraceae
ACSAS,ACSAG,Acer saccharum Marshall var. glaucum (F. Schmidt) Sarg.,,Aceraceae
ACSAS,ACSAR,Acer saccharum Marshall var. rugellii (Pax) Rehder,,Aceraceae
ACSAS,SASA18,Saccharodendron saccharum (Marshall) Moldenke,,Aceraceae
ACSAS2,,Acer saccharum Marshall var. schneckii Rehder,sugar maple,Aceraceae
ACSAS2,ACSAO,Acer saccharum Marshall ssp. ozarkense A.E. Murray,,Aceraceae
ACSAS2,ACSAS4,Acer saccharum Marshall ssp. schneckii (Rehder) Desmarais,,Aceraceae
ACSP2,,Acer spicatum Lam.,mountain maple,Aceraceae
ACCA4,,Acorus calamus L.,calamus,Acoraceae
ACORU,,Acorus L.,sweetflag,Acoraceae
MANFR,,Manfreda Salisb.,tuberose,Agavaceae
MAVI5,,Manfreda virginica (L.) Salisb. ex Rose,false aloe,Agavaceae
MAVI5,AGLA8,Agave lata Shinners,,Agavaceae
MAVI5,AGTI,Agave tigrina (Engelm.) Cory,,Agavaceae
MAVI5,AGVI6,Agave virginica L.,,Agavaceae
MAVI5,ALIN9,Allibertia intermedia Marion,,Agavaceae
MAVI5,MATI,Manfreda tigrina (Engelm.) Small,,Agavaceae
MAVI5,MAVIT3,Manfreda virginica (L.) Salisb. ex Rose var. tigrina (Engelm.) Rose,,Agavaceae
MAVI5,POLA14,Polianthes lata (Shinners) Shinners,,Agavaceae
MAVI5,POVI18,Polianthes virginica (L.) Shinners,,Agavaceae
YUAL,,Yucca aloifolia L.,aloe yucca,Agavaceae
YUCCA,,Yucca L.,yucca,Agavaceae
YUFI,,Yucca filamentosa L.,Adam's needle,Agavaceae
YUFI,YUCO3,Yucca concava Haw.,,Agavaceae
YUFI,YUFIC,Yucca filamentosa L. var. concava (Haw.) Baker,,Agavaceae
YUFL2,,Yucca flaccida Haw.,weak-leaf yucca,Agavaceae
YUFL2,YUFIS,Yucca filamentosa L. var. smalliana (Fernald) H.E. Ahles,,Agavaceae
YUFL2,YUSM,Yucca smalliana Fernald,,Agavaceae
YUGL2,,Yucca gloriosa L.,moundlily yucca,Agavaceae
YURE2,,Yucca recurvifolia Salisb.,curve-leaf yucca,Agavaceae
SECR3,,Sesuvium crithmoides Welw.,tropical seapurslane,Aizoaceae
SEMA3,,"Sesuvium maritimum (Walter) Britton, Sterns & Poggenb.",slender seapurslane,Aizoaceae
SEPO2,,Sesuvium portulacastrum (L.) L.,shoreline seapurslane,Aizoaceae
SEPO2,POPO19,Portulaca portulacastrum L.,,Aizoaceae
SEPOP,,Sesuvium portulacastrum (L.) L. var. portulacastrum,shoreline seapurslane,Aizoaceae
SESUV,,Sesuvium L.,seapurslane,Aizoaceae
TETE3,,Tetragonia tetragonioides (Pall.) Kuntze,New Zealand spinach,Aizoaceae
TETE3,TEEX,Tetragonia expansa Murray,,Aizoaceae
TETRA9,,Tetragonia L.,tetragonia,Aizoaceae
ALISM,,Alisma L.,water plantain,Alismataceae
ALSU,,Alisma subcordatum Raf.,American water plantain,Alismataceae
ALSU,ALPLS,Alisma plantago-aquatica L. ssp. subcordatum (Raf.) Hultén,,Alismataceae
ALSU,ALPLP,Alisma plantago-aquatica L. var. parviflorum (Pursh) Torr.,,Alismataceae
ECBE2,,Echinodorus berteroi (Spreng.) Fassett,upright burhead,Alismataceae
ECBE2,ECBEL,Echinodorus berteroi (Spreng.) Fassett var. lanceolatus (Engelm. ex S. Watson & J.M. Coult.) Fassett,,Alismataceae
ECBE2,ECRO,Echinodorus rostratus (Nutt.) Engelm.,,Alismataceae
ECBE2,ECROL,Echinodorus rostratus (Nutt.) Engelm. var. lanceolatus Engelm. ex S. Watson & J.M. Coult.,,Alismataceae
ECCO3,,Echinodorus cordifolius (L.) Griseb.,creeping burhead,Alismataceae
ECCO3,ECRA2,Echinodorus radicans (Nutt.) Engelm.,,Alismataceae
ECHIN6,,Echinodorus Rich. ex Engelm.,burhead,Alismataceae
ECTE2,,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau,mudbabies,Alismataceae
ECTE2,ECPA6,Echinodorus parvulus Engelm.,,Alismataceae
ECTE2,ECTEL,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. latifolius (Seub.) Fassett,,Alismataceae
ECTE2,ECTEP,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. parvulus (Engelm.) Fassett,,Alismataceae
ECTE2,HETE,Helanthium tenellum (Mart. ex Roem. & Schult.) Britton,,Alismataceae
ECTE2,HEPA21,Helianthium parvulum (Engelm.) Britton,,Alismataceae
ECTE2,HETE13,Helianthium tenellum (Mart. ex Schult. f.) Britton,,Alismataceae
SAAU2,,Sagittaria australis (J.G. Sm.) Small,longbeak arrowhead,Alismataceae
SAAU2,SAENL2,Sagittaria engelmanniana J.G. Sm. ssp. longirostra auct. non Micheli,,Alismataceae
SAAU2,SALO10,Sagittaria longirostra auct. non (Micheli) J.G. Sm.,,Alismataceae
SAAU2,SALOA,Sagittaria longirostra (Micheli) J.G. Sm. var. australis J.G. Sm.,,Alismataceae
SACA21,,Sagittaria calycina Engelm.,hooded arrowhead,Alismataceae
SACAC,,Sagittaria calycina Engelm. var. calycina,hooded arrowhead,Alismataceae
SACAC,LOCA11,Lophotocarpus californicus J.G. Sm.,,Alismataceae
SACAC,LOCA12,Lophotocarpus calycinus (Engelm.) J.G. Sm.,,Alismataceae
SACAC,LODE3,Lophotocarpus depauperatus J.G. Sm.,,Alismataceae
SACAC,SAMOC2,Sagittaria montevidensis Cham. & Schltdl. ssp. calycina (Engelm.) Bogin,,Alismataceae
SAEN,,Sagittaria engelmanniana J.G. Sm.,Engelmann's arrowhead,Alismataceae
SAFI2,,Sagittaria filiformis J.G. Sm.,threadleaf arrowhead,Alismataceae
SAFI2,SAST4,Sagittaria stagnorum Small,,Alismataceae
SAFI2,SASUG2,Sagittaria subulata (L.) Buchenau var. gracillima (S. Watson) J.G. Sm.,,Alismataceae
SAGIT,,Sagittaria L.,arrowhead,Alismataceae
SAGR,,Sagittaria graminea Michx.,grassy arrowhead,Alismataceae
SAGRC2,,Sagittaria graminea Michx. var. chapmanii J.G. Sm.,Chapman's arrowhead,Alismataceae
SAGRC2,SACH14,Sagittaria chapmanii (J.G. Sm.) C. Mohr,,Alismataceae
SAGRC2,SAGRC5,Sagittaria graminea Michx. ssp. chapmanii (J.G. Sm.) Haynes & C.B. Hellquist,,Alismataceae
SAGRG,,Sagittaria graminea Michx. var. graminea,grassy arrowhead,Alismataceae
SAGRG,SACY5,Sagittaria cycloptera (J.G. Sm.) C. Mohr,,Alismataceae
SAGRG,SAEA3,Sagittaria eatonii J.G. Sm.,,Alismataceae
SAGRW,,Sagittaria graminea Michx. var. weatherbiana (Fernald) Bogin,Weatherby's arrowhead,Alismataceae
SAGRW,SAGRW2,Sagittaria graminea Michx. ssp. weatherbiana (Fernald) Haynes & C.B. Hellquist,,Alismataceae
SAGRW,SAWE2,Sagittaria weatherbiana Fernald,,Alismataceae
SAIS,,Sagittaria isoetiformis J.G. Sm.,quillwort arrowhead,Alismataceae
SALA,,Sagittaria lancifolia L.,bulltongue arrowhead,Alismataceae
SALA2,,Sagittaria latifolia Willd.,broadleaf arrowhead,Alismataceae
SALA2,SACH15,Sagittaria chinensis Pursh,,Alismataceae
SALA2,SAENL3,Sagittaria engelmanniana J.G. Sm. ssp. longirostra (Micheli) Bogin,,Alismataceae
SALA2,SAES2,Sagittaria esculenta Howell,,Alismataceae
SALA2,SALAO,Sagittaria latifolia Willd. var. obtusa (Muhl. ex Willd.) Wiegand,,Alismataceae
SALA2,SALAP,Sagittaria latifolia Willd. var. pubescens (Muhl. ex Nutt.) J.G. Sm.,,Alismataceae
SALA2,SALO11,Sagittaria longirostra (Micheli) J.G. Sm.,,Alismataceae
SALA2,SAOB4,"Sagittaria obtusa Muhl. ex Willd., non Thunb.",,Alismataceae
SALA2,SAOR8,Sagittaria ornithorhyncha Small,,Alismataceae
SALA2,SAPL5,Sagittaria planipes Fernald,,Alismataceae
SALA2,SAPU10,Sagittaria pubescens Muhl. ex Nutt.,,Alismataceae
SALA2,SAVAO2,Sagittaria variabilis Engelm. var. obtusa (Muhl. ex Willd.) Engelm.,,Alismataceae
SALA2,SAVI12,Sagittaria viscosa C. Mohr,,Alismataceae
SALAL7,,Sagittaria lancifolia L. ssp. lancifolia,bulltongue arrowhead,Alismataceae
SALAL7,SAAN10,Sagittaria angustifolia Lindl.,,Alismataceae
SALAM2,,Sagittaria lancifolia L. ssp. media (Micheli) Bogin,bulltongue arrowhead,Alismataceae
SALAM2,SAFA4,Sagittaria falcata Pursh,,Alismataceae
SALAM2,SALAM3,Sagittaria lancifolia L. var. media Micheli,,Alismataceae
SAMO,,Sagittaria montevidensis Cham. & Schltdl.,giant arrowhead,Alismataceae
SAPL,,Sagittaria platyphylla (Engelm.) J.G. Sm.,delta arrowhead,Alismataceae
SAPL,SAGRP2,Sagittaria graminea Michx. var. platyphylla Engelm.,,Alismataceae
SAPL,SAMO9,Sagittaria mohrii J.G. Sm.,,Alismataceae
SASE9,,Sagittaria secundifolia Kral,Little River arrowhead,Alismataceae
SASU,,Sagittaria subulata (L.) Buchenau,awl-leaf arrowhead,Alismataceae
SASU,SALO12,Sagittaria lorata (Chapm.) Small,,Alismataceae
SASU,SASUN,Sagittaria subulata (L.) Buchenau var. natans (Michx.) J.G. Sm.,,Alismataceae
SASU,SASUS,Sagittaria subulata (L.) Buchenau var. subulata,,Alismataceae
ALCA5,,Alternanthera caracasana Kunth,washerwoman,Amaranthaceae
ALCA5,ACPE3,Achyranthes peploides (Humb. & Bonpl. ex Schult.) Britton & P. Wilson,,Amaranthaceae
ALCA5,ALPE6,Alternanthera peploides (Humb. & Bonpl. ex Schult.) Urb.,,Amaranthaceae
ALPA17,,Alternanthera paronychioides A. St.-Hil.,smooth joyweed,Amaranthaceae
ALPAP,,Alternanthera paronychioides A. St.-Hil. var. paronychioides,smooth joyweed,Amaranthaceae
ALPAP,ACPA4,Achyranthes paronychioides auct. non (L.) Lam.,,Amaranthaceae
ALPAP,ALPO6,Alternanthera polygonoides auct. non (L.) R. Br. ex Sweet,,Amaranthaceae
ALPH,,Alternanthera philoxeroides (Mart.) Griseb.,alligatorweed,Amaranthaceae
ALPH,ACPH,Achyranthes philoxeroides (Mart.) Standl.,,Amaranthaceae
ALPU3,,Alternanthera pungens Kunth,khakiweed,Amaranthaceae
ALPU3,ACLE5,Achyranthes leiantha (Seub.) Standl.,,Amaranthaceae
ALPU3,ACRE5,Achyranthes repens L.,,Amaranthaceae
ALPU3,ALAC6,Alternanthera achyrantha (L.) R. Br. ex Sweet,,Amaranthaceae
ALPU3,ALRE2,"Alternanthera repens (L.) Link, non J.F. Gmel.",,Amaranthaceae
ALSE4,,Alternanthera sessilis (L.) R. Br. ex DC.,sessile joyweed,Amaranthaceae
ALSE4,ACSE4,Achyranthes sessilis (L.) Desf. ex Steud.,,Amaranthaceae
ALSE4,ALGL11,Alternanthera glabra Moq.,,Amaranthaceae
ALSE4,GOSE2,Gomphrena sessilis L.,,Amaranthaceae
ALTER2,,Alternanthera Forssk.,joyweed,Amaranthaceae
AMAL,,Amaranthus albus L.,prostrate pigweed,Amaranthaceae
AMAL,AMALP3,Amaranthus albus L. var. pubescens (Uline & Bray) Fernald,,Amaranthaceae
AMAL,AMGRP,Amaranthus graecizans L. var. pubescens Uline & Bray,,Amaranthaceae
AMAL,AMPU,Amaranthus pubescens (Uline & Bray) Rydb.,,Amaranthaceae
AMARA,,Amaranthus L.,pigweed,Amaranthaceae
AMBL,,Amaranthus blitoides S. Watson,mat amaranth,Amaranthaceae
AMBL,AMGR,Amaranthus graecizans auct. non L.,,Amaranthaceae
AMBL2,,Amaranthus blitum L.,purple amaranth,Amaranthaceae
AMBLE2,,Amaranthus blitum L. var. emarginatus (Salzm. ex Uline & W.L. Bray) Lambinon,purple amaranth,Amaranthaceae
AMBLE2,AMBLE,"Amaranthus blitum L. ssp. emarginatus (Moq. ex Uline & Bray) Carretero, Garmendia & Pedrol",,Amaranthaceae
AMBLE2,AMLI,Amaranthus lividus auct. non L.,,Amaranthaceae
AMCA2,,Amaranthus cannabinus (L.) Sauer,tidalmarsh amaranth,Amaranthaceae
AMCA2,ACCA11,Acnida cannabina L.,,Amaranthaceae
AMDE,,Amaranthus deflexus L.,largefruit amaranth,Amaranthaceae
AMHY,,Amaranthus hybridus L.,slim amaranth,Amaranthaceae
AMHY,AMCH7,Amaranthus chlorostachys Willd.,,Amaranthaceae
AMHY,AMIN6,Amaranthus incurvatus Tim. ex Gren. & Godr.,,Amaranthaceae
AMHY,AMPA11,Amaranthus patulus Bertol.,,Amaranthaceae
AMPA,,Amaranthus palmeri S. Watson,carelessweed,Amaranthaceae
AMRE,,Amaranthus retroflexus L.,redroot amaranth,Amaranthaceae
AMRE,AMRES,Amaranthus retroflexus L. var. salicifolius I.M. Johnst.,,Amaranthaceae
AMSP,,Amaranthus spinosus L.,spiny amaranth,Amaranthaceae
AMTU,,Amaranthus tuberculatus (Moq.) Sauer,roughfruit amaranth,Amaranthaceae
AMTU,ACAL5,Acnida altissima (Riddell) Moq. ex Standl.,,Amaranthaceae
AMTU,ACALP,Acnida altissima (Riddell) Moq. ex Standl. var. prostrata (Uline & Bray) Fernald,,Amaranthaceae
AMTU,ACALS,Acnida altissima (Riddell) Moq. ex Standl. var. subnuda (S. Watson) Fernald,,Amaranthaceae
AMTU,ACCO8,Acnida concatenata (Moq.) Small,,Amaranthaceae
AMTU,ACSU,Acnida subnuda (S. Watson) Standl.,,Amaranthaceae
AMTU,ACTA,Acnida tamariscina auct. non (Nutt.) Alph. Wood,,Amaranthaceae
AMTU,ACTAP,Acnida tamariscina (Nutt.) Alph. Wood var. prostrata Uline & Bray,,Amaranthaceae
AMTU,ACTU,Acnida tuberculata Moq.,,Amaranthaceae
AMTU,AMAL5,Amaranthus altissimus Riddell,,Amaranthaceae
AMTU,AMAM7,Amaranthus ambigens Standl.,,Amaranthaceae
AMTU,AMRU,Amaranthus rudis Sauer,,Amaranthaceae
AMTU,AMTA3,Amaranthus tamariscinus auct. non Nutt.,,Amaranthaceae
AMTU,AMTUP,Amaranthus tuberculatus (Moq.) Sauer var. prostratus (Uline & Bray) B.L. Rob.,,Amaranthaceae
