Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
ACARO2,,Acarospora A. Massal.,cracked lichen,Acarosporaceae
ACER,,Acer L.,maple,Aceraceae
ACGI,,Acer ginnala Maxim.,Amur maple,Aceraceae
ACGI,ACTAG,Acer tataricum L. ssp. ginnala (Maxim.) Wesmael,,Aceraceae
ACNE2,,Acer negundo L.,boxelder,Aceraceae
ACNEN,,Acer negundo L. var. negundo,boxelder,Aceraceae
ACNEN,ACNEV2,Acer negundo L. var. variegatum Jacques,,Aceraceae
ACNEN,NEAC,Negundo aceroides (L.) Moench,,Aceraceae
ACNEN,NENE,"Negundo negundo (L.) Karst., nom. inval.",,Aceraceae
ACNEV,,Acer negundo L. var. violaceum (G. Kirchn.) H. Jaeger,boxelder,Aceraceae
ACNEV,NEACV,Negundo aceroides (L.) Moench ssp. violaceum (G. Kirchn.) W.A. Weber,,Aceraceae
ACNI5,,Acer nigrum Michx. f.,black maple,Aceraceae
ACNI5,ACNIP,Acer nigrum Michx. f. var. palmeri Sarg.,,Aceraceae
ACNI5,ACSAN,Acer saccharum Marshall ssp. nigrum (Michx. f.) Desmarais,,Aceraceae
ACNI5,ACSAN2,Acer saccharum Marshall var. nigrum (Michx. f.) Britton,,Aceraceae
ACNI5,ACSAV,Acer saccharum Marshall var. viride (Schmidt) A.E. Murray,,Aceraceae
ACNI5,SANI9,Saccharodendron nigrum (Michx. f.) Small,,Aceraceae
ACPA2,,Acer palmatum Thunb.,Japanese maple,Aceraceae
ACPE,,Acer pensylvanicum L.,striped maple,Aceraceae
ACPL,,Acer platanoides L.,Norway maple,Aceraceae
ACPL,ACPLS,Acer platanoides L. var. schwedleri G. Nicholson,,Aceraceae
ACPS,,Acer pseudoplatanus L.,sycamore maple,Aceraceae
ACRU,,Acer rubrum L.,red maple,Aceraceae
ACRU,ACBA2,Acer barbatum Michx. p.p.,,Aceraceae
ACRUR,,Acer rubrum L. var. rubrum,red maple,Aceraceae
ACRUR,ACRUT2,Acer rubrum L. var. tomentosum Tausch,,Aceraceae
ACRUR,ACST,Acer stenocarpum Britton,,Aceraceae
ACRUR,RURU5,Rufacer rubrum (L.) Small,,Aceraceae
ACRUT,,Acer rubrum L. var. trilobum Torr. & A. Gray ex K. Koch,red maple,Aceraceae
ACRUT,ACCA9,Acer carolinianum Walter,,Aceraceae
ACRUT,ACRUT3,Acer rubrum L. var. tridens Alph. Wood,,Aceraceae
ACRUT,RUCA7,Rufacer carolinianum (Walter) Small,,Aceraceae
ACSA2,,Acer saccharinum L.,silver maple,Aceraceae
ACSA2,ACDA2,Acer dasycarpum Ehrh.,,Aceraceae
ACSA2,ACSAL3,Acer saccharinum L. var. laciniatum Pax,,Aceraceae
ACSA2,ACSAW,Acer saccharinum L. var. wieri Rehder,,Aceraceae
ACSA2,ARSA9,Argentacer saccharinum (L.) Small,,Aceraceae
ACSA3,,Acer saccharum Marshall,sugar maple,Aceraceae
ACSAS,,Acer saccharum Marshall var. saccharum,sugar maple,Aceraceae
ACSAS,ACNIG,Acer nigrum Michx. f. var. glaucum (F. Schmidt) Fosberg,,Aceraceae
ACSAS,ACNIS2,Acer nigrum Michx. f. var. saccharophorum (K. Koch) R.T. Clausen,,Aceraceae
ACSAS,ACSAG,Acer saccharum Marshall var. glaucum (F. Schmidt) Sarg.,,Aceraceae
ACSAS,ACSAR,Acer saccharum Marshall var. rugellii (Pax) Rehder,,Aceraceae
ACSAS,SASA18,Saccharodendron saccharum (Marshall) Moldenke,,Aceraceae
ACSP2,,Acer spicatum Lam.,mountain maple,Aceraceae
ACAM,,Acorus americanus (Raf.) Raf.,sweetflag,Acoraceae
ACAM,ACCA10,Acorus calamus auct. non L.,,Acoraceae
ACAM,ACCAA2,Acorus calamus L. var. americanus (Raf.) H.D. Wulff.,,Acoraceae
ACCA4,,Acorus calamus L.,calamus,Acoraceae
ACORU,,Acorus L.,sweetflag,Acoraceae
YUCCA,,Yucca L.,yucca,Agavaceae
YUFI,,Yucca filamentosa L.,Adam's needle,Agavaceae
YUFI,YUCO3,Yucca concava Haw.,,Agavaceae
YUFI,YUFIC,Yucca filamentosa L. var. concava (Haw.) Baker,,Agavaceae
TETE3,,Tetragonia tetragonioides (Pall.) Kuntze,New Zealand spinach,Aizoaceae
TETE3,TEEX,Tetragonia expansa Murray,,Aizoaceae
TETRA9,,Tetragonia L.,tetragonia,Aizoaceae
ALISM,,Alisma L.,water plantain,Alismataceae
ALSU,,Alisma subcordatum Raf.,American water plantain,Alismataceae
ALSU,ALPLS,Alisma plantago-aquatica L. ssp. subcordatum (Raf.) Hultén,,Alismataceae
ALSU,ALPLP,Alisma plantago-aquatica L. var. parviflorum (Pursh) Torr.,,Alismataceae
ALTR7,,Alisma triviale Pursh,northern water plantain,Alismataceae
ALTR7,ALBR10,Alisma brevipes Greene,,Alismataceae
ALTR7,ALPLB,Alisma plantago-aquatica L. ssp. brevipes (Greene) Sam.,,Alismataceae
ALTR7,ALPLA,Alisma plantago-aquatica L. var. americanum Schult.,,Alismataceae
ALTR7,ALPLB2,Alisma plantago-aquatica L. var. brevipes (Greene) Vict.,,Alismataceae
ECHIN6,,Echinodorus Rich. ex Engelm.,burhead,Alismataceae
ECTE2,,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau,mudbabies,Alismataceae
ECTE2,ECPA6,Echinodorus parvulus Engelm.,,Alismataceae
ECTE2,ECTEL,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. latifolius (Seub.) Fassett,,Alismataceae
ECTE2,ECTEP,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau var. parvulus (Engelm.) Fassett,,Alismataceae
ECTE2,HETE,Helanthium tenellum (Mart. ex Roem. & Schult.) Britton,,Alismataceae
ECTE2,HEPA21,Helianthium parvulum (Engelm.) Britton,,Alismataceae
ECTE2,HETE13,Helianthium tenellum (Mart. ex Schult. f.) Britton,,Alismataceae
SACA21,,Sagittaria calycina Engelm.,hooded arrowhead,Alismataceae
SACAC,,Sagittaria calycina Engelm. var. calycina,hooded arrowhead,Alismataceae
SACAC,LOCA11,Lophotocarpus californicus J.G. Sm.,,Alismataceae
SACAC,LOCA12,Lophotocarpus calycinus (Engelm.) J.G. Sm.,,Alismataceae
SACAC,LODE3,Lophotocarpus depauperatus J.G. Sm.,,Alismataceae
SACAC,SAMOC2,Sagittaria montevidensis Cham. & Schltdl. ssp. calycina (Engelm.) Bogin,,Alismataceae
SACAS,,Sagittaria calycina Engelm. var. spongiosa Engelm.,hooded arrowhead,Alismataceae
SACAS,LOSP6,Lophotocarpus spathulatus J.G. Sm.,,Alismataceae
SACAS,LOSP5,Lophotocarpus spongiosus (Engelm.) J.G. Sm.,,Alismataceae
SACAS,SAMOS2,Sagittaria montevidensis Cham. & Schltdl. ssp. spongiosa (Engelm.) Bogin,,Alismataceae
SACAS,SAMOS3,Sagittaria montevidensis Cham. & Schltdl. var. spongiosa (Engelm.) B. Boivin,,Alismataceae
SACAS,SASP10,Sagittaria spathulata (J.G. Sm.) Buchenau,,Alismataceae
SACU,,Sagittaria cuneata Sheldon,arumleaf arrowhead,Alismataceae
SACU,SAAR26,Sagittaria arifolia Nutt. ex J.G. Sm.,,Alismataceae
SAEN,,Sagittaria engelmanniana J.G. Sm.,Engelmann's arrowhead,Alismataceae
SAFI2,,Sagittaria filiformis J.G. Sm.,threadleaf arrowhead,Alismataceae
SAFI2,SAST4,Sagittaria stagnorum Small,,Alismataceae
SAFI2,SASUG2,Sagittaria subulata (L.) Buchenau var. gracillima (S. Watson) J.G. Sm.,,Alismataceae
SAGIT,,Sagittaria L.,arrowhead,Alismataceae
SAGR,,Sagittaria graminea Michx.,grassy arrowhead,Alismataceae
SAGRG,,Sagittaria graminea Michx. var. graminea,grassy arrowhead,Alismataceae
SAGRG,SACY5,Sagittaria cycloptera (J.G. Sm.) C. Mohr,,Alismataceae
SAGRG,SAEA3,Sagittaria eatonii J.G. Sm.,,Alismataceae
SALA2,,Sagittaria latifolia Willd.,broadleaf arrowhead,Alismataceae
SALA2,SACH15,Sagittaria chinensis Pursh,,Alismataceae
SALA2,SAENL3,Sagittaria engelmanniana J.G. Sm. ssp. longirostra (Micheli) Bogin,,Alismataceae
SALA2,SAES2,Sagittaria esculenta Howell,,Alismataceae
SALA2,SALAO,Sagittaria latifolia Willd. var. obtusa (Muhl. ex Willd.) Wiegand,,Alismataceae
SALA2,SALAP,Sagittaria latifolia Willd. var. pubescens (Muhl. ex Nutt.) J.G. Sm.,,Alismataceae
SALA2,SALO11,Sagittaria longirostra (Micheli) J.G. Sm.,,Alismataceae
SALA2,SAOB4,"Sagittaria obtusa Muhl. ex Willd., non Thunb.",,Alismataceae
SALA2,SAOR8,Sagittaria ornithorhyncha Small,,Alismataceae
SALA2,SAPL5,Sagittaria planipes Fernald,,Alismataceae
SALA2,SAPU10,Sagittaria pubescens Muhl. ex Nutt.,,Alismataceae
SALA2,SAVAO2,Sagittaria variabilis Engelm. var. obtusa (Muhl. ex Willd.) Engelm.,,Alismataceae
SALA2,SAVI12,Sagittaria viscosa C. Mohr,,Alismataceae
SAMO,,Sagittaria montevidensis Cham. & Schltdl.,giant arrowhead,Alismataceae
SARI,,Sagittaria rigida Pursh,sessilefruit arrowhead,Alismataceae
SASU,,Sagittaria subulata (L.) Buchenau,awl-leaf arrowhead,Alismataceae
SASU,SALO12,Sagittaria lorata (Chapm.) Small,,Alismataceae
SASU,SASUN,Sagittaria subulata (L.) Buchenau var. natans (Michx.) J.G. Sm.,,Alismataceae
SASU,SASUS,Sagittaria subulata (L.) Buchenau var. subulata,,Alismataceae
AMAL,,Amaranthus albus L.,prostrate pigweed,Amaranthaceae
AMAL,AMALP3,Amaranthus albus L. var. pubescens (Uline & Bray) Fernald,,Amaranthaceae
AMAL,AMGRP,Amaranthus graecizans L. var. pubescens Uline & Bray,,Amaranthaceae
AMAL,AMPU,Amaranthus pubescens (Uline & Bray) Rydb.,,Amaranthaceae
AMARA,,Amaranthus L.,pigweed,Amaranthaceae
AMBL,,Amaranthus blitoides S. Watson,mat amaranth,Amaranthaceae
AMBL,AMGR,Amaranthus graecizans auct. non L.,,Amaranthaceae
AMBL2,,Amaranthus blitum L.,purple amaranth,Amaranthaceae
AMBLE2,,Amaranthus blitum L. var. emarginatus (Salzm. ex Uline & W.L. Bray) Lambinon,purple amaranth,Amaranthaceae
AMBLE2,AMBLE,"Amaranthus blitum L. ssp. emarginatus (Moq. ex Uline & Bray) Carretero, Garmendia & Pedrol",,Amaranthaceae
AMBLE2,AMLI,Amaranthus lividus auct. non L.,,Amaranthaceae
AMCA2,,Amaranthus cannabinus (L.) Sauer,tidalmarsh amaranth,Amaranthaceae
AMCA2,ACCA11,Acnida cannabina L.,,Amaranthaceae
AMCA3,,Amaranthus caudatus L.,foxtail amaranth,Amaranthaceae
AMCA3,AMED,Amaranthus edulis Speg.,,Amaranthaceae
AMCR4,,Amaranthus cruentus L.,red amaranth,Amaranthaceae
AMCR4,AMHYC,Amaranthus hybridus L. ssp. cruentus (L.) Thell.,,Amaranthaceae
AMCR4,AMHYC2,Amaranthus hybridus L. var. cruentus (L.) Moq.,,Amaranthaceae
AMCR4,AMPA10,Amaranthus paniculatus L.,,Amaranthaceae
AMHY,,Amaranthus hybridus L.,slim amaranth,Amaranthaceae
AMHY,AMCH7,Amaranthus chlorostachys Willd.,,Amaranthaceae
AMHY,AMIN6,Amaranthus incurvatus Tim. ex Gren. & Godr.,,Amaranthaceae
AMHY,AMPA11,Amaranthus patulus Bertol.,,Amaranthaceae
AMPO2,,Amaranthus powellii S. Watson,Powell's amaranth,Amaranthaceae
AMPOP,,Amaranthus powellii S. Watson ssp. powellii,Powell's amaranth,Amaranthaceae
AMPOP,AMBR4,Amaranthus bracteosus Uline & Bray,,Amaranthaceae
AMPOP,AMREP,Amaranthus retroflexus L. var. powellii (S. Watson) B. Boivin,,Amaranthaceae
AMPOP,AMVI4,Amaranthus viscidulus Greene,,Amaranthaceae
AMPU2,,Amaranthus pumilus Raf.,seaside amaranth,Amaranthaceae
AMRE,,Amaranthus retroflexus L.,redroot amaranth,Amaranthaceae
AMRE,AMRES,Amaranthus retroflexus L. var. salicifolius I.M. Johnst.,,Amaranthaceae
AMSP,,Amaranthus spinosus L.,spiny amaranth,Amaranthaceae
AMTU,,Amaranthus tuberculatus (Moq.) Sauer,roughfruit amaranth,Amaranthaceae
AMTU,ACAL5,Acnida altissima (Riddell) Moq. ex Standl.,,Amaranthaceae
AMTU,ACALP,Acnida altissima (Riddell) Moq. ex Standl. var. prostrata (Uline & Bray) Fernald,,Amaranthaceae
AMTU,ACALS,Acnida altissima (Riddell) Moq. ex Standl. var. subnuda (S. Watson) Fernald,,Amaranthaceae
AMTU,ACCO8,Acnida concatenata (Moq.) Small,,Amaranthaceae
AMTU,ACSU,Acnida subnuda (S. Watson) Standl.,,Amaranthaceae
AMTU,ACTA,Acnida tamariscina auct. non (Nutt.) Alph. Wood,,Amaranthaceae
AMTU,ACTAP,Acnida tamariscina (Nutt.) Alph. Wood var. prostrata Uline & Bray,,Amaranthaceae
AMTU,ACTU,Acnida tuberculata Moq.,,Amaranthaceae
AMTU,AMAL5,Amaranthus altissimus Riddell,,Amaranthaceae
AMTU,AMAM7,Amaranthus ambigens Standl.,,Amaranthaceae
AMTU,AMRU,Amaranthus rudis Sauer,,Amaranthaceae
AMTU,AMTA3,Amaranthus tamariscinus auct. non Nutt.,,Amaranthaceae
AMTU,AMTUP,Amaranthus tuberculatus (Moq.) Sauer var. prostratus (Uline & Bray) B.L. Rob.,,Amaranthaceae
AMTU,AMTUS,Amaranthus tuberculatus (Moq.) Sauer var. subnudus S. Watson,,Amaranthaceae
CEAR3,,Celosia argentea L.,silver cock's comb,Amaranthaceae
CEAR3,CEARC,Celosia argentea L. var. cristata (L.) Kuntze,,Amaranthaceae
CEAR3,CECR2,Celosia cristata L.,,Amaranthaceae
CEAR3,CEMA17,Celosia margaritacea L.,,Amaranthaceae
CELOS,,Celosia L.,cock's comb,Amaranthaceae
FRGR3,,Froelichia gracilis (Hook.) Moq.,slender snakecotton,Amaranthaceae
FRGR3,FRBR2,Froelichia braunii Standl.,,Amaranthaceae
FRGR3,OPGR4,Oplotheca gracilis Hook.,,Amaranthaceae
FROEL,,Froelichia Moench,snakecotton,Amaranthaceae
COCO10,,Cotinus coggygria Scop.,European smoketree,Anacardiaceae
COCO10,RHCO8,Rhus cotinus L.,,Anacardiaceae
COTIN,,Cotinus Mill.,smoketree,Anacardiaceae
RHAR4,,Rhus aromatica Aiton,fragrant sumac,Anacardiaceae
RHARA2,,Rhus aromatica Aiton var. aromatica,fragrant sumac,Anacardiaceae
RHARA2,RHARI,Rhus aromatica Aiton var. illinoensis (Greene) Rehder,,Anacardiaceae
RHARA2,SCCR3,Schmaltzia crenata (Mill.) Greene,,Anacardiaceae
RHCO,,Rhus copallinum L.,winged sumac,Anacardiaceae
RHCO,RHCO17,"Rhus copallina L., orth. var.",,Anacardiaceae
RHCOL2,,Rhus copallinum L. var. latifolia Engl.,winged sumac,Anacardiaceae
RHCOL2,RHCOL5,"Rhus copallina L. var. latifolia Engl., orth. var.",,Anacardiaceae
RHGL,,Rhus glabra L.,smooth sumac,Anacardiaceae
RHGL,RHCA15,Rhus calophylla Greene,,Anacardiaceae
RHGL,RHGLC2,Rhus glabra L. var. cismontana (Greene) Cockerell,,Anacardiaceae
RHGL,RHGLL2,Rhus glabra L. var. laciniata Carrière,,Anacardiaceae
RHGL,RHGLO,Rhus glabra L. var. occidentalis Torr.,,Anacardiaceae
RHTY,,Rhus typhina L.,staghorn sumac,Anacardiaceae
RHTY,DAHI,"Datisca hirta L., nom. utique rej.",,Anacardiaceae
RHTY,RHHI2,"Rhus hirta (L.) Sudw., nom. utique rej.",,Anacardiaceae
RHTY,RHTYL,Rhus typhina L. var. laciniata Alph. Wood,,Anacardiaceae
RHUS,,Rhus L.,sumac,Anacardiaceae
TORA2,,Toxicodendron radicans (L.) Kuntze,eastern poison ivy,Anacardiaceae
TORAR,,Toxicodendron radicans (L.) Kuntze ssp. radicans,eastern poison ivy,Anacardiaceae
TORAR,RHRA6,Rhus radicans L.,,Anacardiaceae
TORAR,RHRAL,Rhus radicans L. var. littoralis (Mearns) Deam,,Anacardiaceae
TORAR,RHRAM2,Rhus radicans L. var. malacotrichocarpa (A.H. Moore) Fernald,,Anacardiaceae
TORAR,TOVU,Toxicodendron vulgare Mill.,,Anacardiaceae
TORY,,Toxicodendron rydbergii (Small ex Rydb.) Greene,western poison ivy,Anacardiaceae
TORY,RHRAR,Rhus radicans L. var. rydbergii (Small ex Rydb.) Rehder,,Anacardiaceae
TORY,RHRAV,Rhus radicans L. var. vulgaris (Michx.) DC.,,Anacardiaceae
TORY,RHTOV2,Rhus toxicodendron L. var. vulgaris Michx.,,Anacardiaceae
TORY,TOCR2,"Toxicodendron crenatum Mill., nom. utique rej.",,Anacardiaceae
TORY,TODE2,Toxicodendron desertorum Lunell,,Anacardiaceae
TORY,TORAR2,Toxicodendron radicans (L.) Kuntze var. rydbergii (Small ex Rydb.) Erskine,,Anacardiaceae
TORY,TOVO2,"Toxicodendron volubile Mill., nom. utique rej.",,Anacardiaceae
TOVE,,Toxicodendron vernix (L.) Kuntze,poison sumac,Anacardiaceae
TOVE,RHVE2,Rhus vernix L.,,Anacardiaceae
TOXIC,,Toxicodendron Mill.,poison oak,Anacardiaceae
ASIMI,,Asimina Adans.,pawpaw,Annonaceae
ASTR,,Asimina triloba (L.) Dunal,pawpaw,Annonaceae
ASTR,ORAR5,"Orchidocarpum arietinum Michx., nom. inval.",,Annonaceae
ANAT4,,Anomodon attenuatus (Hedw.) Hüb.,anomodon moss,Anomodontaceae
ANOMO,,Anomodon Hook. & Taylor,anomodon moss,Anomodontaceae
ANRO6,,Anomodon rostratus (Hedw.) Schimp.,anomodon moss,Anomodontaceae
AECY2,,Aethusa cynapium L.,fool's parsley,Apiaceae
AEGOP,,Aegopodium L.,goutweed,Apiaceae
AEPO,,Aegopodium podagraria L.,bishop's goutweed,Apiaceae
AEPO,AEPOV,Aegopodium podagraria L. var. variegatum L.H. Bailey,,Apiaceae
AETHU,,Aethusa L.,aethusa,Apiaceae
ANAT,,Angelica atropurpurea L.,purplestem angelica,Apiaceae
ANAT,ANATO,Angelica atropurpurea L. var. occidentalis Fassett,,Apiaceae
ANCE,,Anthriscus cerefolium (L.) Hoffm.,garden chervil,Apiaceae
ANCE,ANLO5,Anthriscus longirostris Bertol.,,Apiaceae
ANCE,CECE3,"Cerefolium cerefolium (L.) Schinz & Thell., nom. inval.",,Apiaceae
ANCE,SCCE4,Scandix cerefolium L.,,Apiaceae
ANETH,,Anethum L.,dill,Apiaceae
ANGEL,,Angelica L.,angelica,Apiaceae
ANGR2,,Anethum graveolens L.,dill,Apiaceae
ANLU,,Angelica lucida L.,seacoast angelica,Apiaceae
ANLU,COAC5,Coelopleurum actaeifolium (Michx.) J.M. Coult. & Rose,,Apiaceae
ANLU,COGM2,Coelopleurum gmelinii (DC.) Ledeb.,,Apiaceae
ANLU,COLU2,Coelopleurum lucidum (L.) Fernald,,Apiaceae
ANLU,COLUG,Coelopleurum lucidum (L.) Fernald ssp. gmelinii (DC.) Á. Löve & D. Löve,,Apiaceae
ANSY,,Anthriscus sylvestris (L.) Hoffm.,wild chervil,Apiaceae
ANSY,CHSY,Chaerophyllum sylvestre L.,,Apiaceae
ANTHR,,Anthriscus Pers.,chervil,Apiaceae
ANVE,,Angelica venenosa (Greenway) Fernald,hairy angelica,Apiaceae
ANVE,ANVI7,"Angelica villosa (Walter) Britton, Sterns & Poggenb.",,Apiaceae
APGR2,,Apium graveolens L.,wild celery,Apiaceae
APGRD,,Apium graveolens L. var. dulce (Mill.) DC.,wild celery,Apiaceae
APGRD,APDU2,Apium dulce Mill.,,Apiaceae
APGRD,CEGR11,Celeri graveolens (L.) Britton p.p.,,Apiaceae
APIUM,,Apium L.,celery,Apiaceae
BULA3,,Bupleurum lancifolium Hornem.,lanceleaf thorow wax,Apiaceae
BULA3,BUPR2,Bupleurum protractum Hoffm. & Link,,Apiaceae
BULA3,BUSU,Bupleurum subovatum Link ex Spreng.,,Apiaceae
BUPLE,,Bupleurum L.,bupleurum,Apiaceae
BURO,,Bupleurum rotundifolium L.,hare's ear,Apiaceae
CACA19,,Carum carvi L.,caraway,Apiaceae
CACA19,CAVE20,Carum velenovskyi Rohlena,,Apiaceae
CARUM,,Carum L.,carum,Apiaceae
CIBU,,Cicuta bulbifera L.,bulblet-bearing water hemlock,Apiaceae
CICUT,,Cicuta L.,water hemlock,Apiaceae
CIMA2,,Cicuta maculata L.,spotted water hemlock,Apiaceae
CIMAM,,Cicuta maculata L. var. maculata,spotted water hemlock,Apiaceae
CIMAM,CICU,Cicuta curtissii J.M. Coult. & Rose,,Apiaceae
CIMAM,CIMAC2,Cicuta maculata L. var. curtissii (J.M. Coult. & Rose) Fernald,,Apiaceae
CIMAM,CIME2,Cicuta mexicana J.M. Coult. & Rose,,Apiaceae
COCH2,,"Conioselinum chinense (L.) Britton, Sterns & Poggenb.",eastern hemlockparsley,Apiaceae
COCH2,COPU14,Conioselinum pumilum Rose,,Apiaceae
COMA2,,Conium maculatum L.,poison hemlock,Apiaceae
CONIO,,Conioselinum Hoffm.,hemlockparsley,Apiaceae
CONIU,,Conium L.,poison hemlock,Apiaceae
CORIA,,Coriandrum L.,coriander,Apiaceae
COSA,,Coriandrum sativum L.,coriander,Apiaceae
CRCA9,,Cryptotaenia canadensis (L.) DC.,Canadian honewort,Apiaceae
CRCA9,DECA12,Deringa canadensis (L.) Kuntze,,Apiaceae
CRYPT5,,Cryptotaenia DC.,honewort,Apiaceae
DACA6,,Daucus carota L.,Queen Anne's lace,Apiaceae
DAUCU,,Daucus L.,wild carrot,Apiaceae
ERPL5,,Eryngium planum L.,plains eryngo,Apiaceae
ERYNG,,Eryngium L.,eryngo,Apiaceae
ERYU,,Eryngium yuccifolium Michx.,button eryngo,Apiaceae
ERYUY,,Eryngium yuccifolium Michx. var. yuccifolium,button eryngo,Apiaceae
FOENI,,Foeniculum Mill.,fennel,Apiaceae
FOVU,,Foeniculum vulgare Mill.,sweet fennel,Apiaceae
FOVU,FOFO,"Foeniculum foeniculum (L.) Karst., nom. inval.",,Apiaceae
HEMA17,,Heracleum mantegazzianum Sommier & Levier,giant hogweed,Apiaceae
HEMA80,,Heracleum maximum W. Bartram,common cowparsnip,Apiaceae
HEMA80,HELA4,Heracleum lanatum Michx.,,Apiaceae
HEMA80,HESPM,Heracleum sphondylium L. ssp. montanum (Schleich. ex Gaudin) Briq.,,Apiaceae
HEMA80,HESPL,Heracleum sphondylium L. var. lanatum (Michx.) Dorn,,Apiaceae
HERAC,,Heracleum L.,cowparsnip,Apiaceae
HESP6,,Heracleum sphondylium L.,eltrot,Apiaceae
HESPS,,Heracleum sphondylium L. ssp. sibiricum (L.) Simonkai,eltrot,Apiaceae
HESPS,HESI3,Heracleum sibiricum L.,,Apiaceae
HESPS,HESIA,Heracleum sibiricum L. var. angustifolium Jacq. p.p.,,Apiaceae
HYAM,,Hydrocotyle americana L.,American marshpennywort,Apiaceae
HYDRO2,,Hydrocotyle L.,hydrocotyle,Apiaceae
HYUM,,Hydrocotyle umbellata L.,manyflower marshpennywort,Apiaceae
HYVE2,,Hydrocotyle verticillata Thunb.,whorled marshpennywort,Apiaceae
HYVEV,,Hydrocotyle verticillata Thunb. var. verticillata,whorled marshpennywort,Apiaceae
LEOF,,Levisticum officinale W.D.J. Koch,garden lovage,Apiaceae
LEOF,HILE3,Hipposelinum levisticum (L.) Britton & Rose,,Apiaceae
LEOF,LEPA13,Levisticum paludapifolium Asch.,,Apiaceae
LEVIS,,Levisticum Hill,levisticum,Apiaceae
LICH,,Lilaeopsis chinensis (L.) Kuntze,eastern grasswort,Apiaceae
LICH,LILI7,Lilaeopsis lineata (Michx.) Greene,,Apiaceae
LIGUS,,Ligusticum L.,licorice-root,Apiaceae
LILAE2,,Lilaeopsis Greene,grasswort,Apiaceae
LISC3,,Ligusticum scoticum L.,Scottish licorice-root,Apiaceae
LISCS2,,Ligusticum scoticum L. ssp. scoticum,Scottish licorice-root,Apiaceae
OSCL,,Osmorhiza claytonii (Michx.) C.B. Clarke,Clayton's sweetroot,Apiaceae
OSCL,OSARB,Osmorhiza aristata (Thunb.) Makino & Yabe var. brevistylis (DC.) B. Boivin,,Apiaceae
OSCL,WACL,Washingtonia claytonii (Michx.) Britton,,Apiaceae
OSLO,,Osmorhiza longistylis (Torr.) DC.,longstyle sweetroot,Apiaceae
OSLO,OSARL,Osmorhiza aristata (Thunb.) Makino & Yabe var. longistylis (Torr.) B. Boivin,,Apiaceae
OSLO,OSLOB,Osmorhiza longistylis (Torr.) DC. var. brachycoma S.F. Blake,,Apiaceae
OSLO,OSLOI,Osmorhiza longistylis (Torr.) DC. var. imbarbata Salamun,,Apiaceae
OSLO,OSLOV,Osmorhiza longistylis (Torr.) DC. var. villicaulis Fernald,,Apiaceae
OSLO,WALO2,Washingtonia longistylis (Torr.) Britton,,Apiaceae
OSMOR,,Osmorhiza Raf.,sweetroot,Apiaceae
PASA2,,Pastinaca sativa L.,wild parsnip,Apiaceae
PASA2,PASAP,Pastinaca sativa L. var. pratensis Pers.,,Apiaceae
PASTI,,Pastinaca L.,parsnip,Apiaceae
PECR2,,Petroselinum crispum (Mill.) Nyman ex A.W. Hill,parsley,Apiaceae
PECR2,APPE,Apium petroselinum L.,,Apiaceae
PECR2,CAPE33,Carum petroselinum (L.) Benth. & Hook. f.,,Apiaceae
PECR2,PEHO6,Petroselinum hortense Hoffm.,,Apiaceae
PECR2,PESA17,Petroselinum sativum Hoffm.,,Apiaceae
PECR2,PEVU4,Petroselinum vulgare Lagasca,,Apiaceae
PETRO6,,Petroselinum J. Hill,parsley,Apiaceae
PIMPI,,Pimpinella L.,burnet saxifrage,Apiaceae
PISA,,Pimpinella saxifraga L.,solidstem burnet saxifrage,Apiaceae
PISAS,,Pimpinella saxifraga L. ssp. saxifraga,solidstem burnet saxifrage,Apiaceae
PTCA,,Ptilimnium capillaceum (Michx.) Raf.,herbwilliam,Apiaceae
PTILI,,Ptilimnium Raf.,mock bishopweed,Apiaceae
SACA15,,Sanicula canadensis L.,Canadian blacksnakeroot,Apiaceae
SACAC2,,Sanicula canadensis L. var. canadensis,Canadian blacksnakeroot,Apiaceae
SACAC2,SACAF,Sanicula canadensis L. var. floridana (E.P. Bicknell) H. Wolff,,Apiaceae
SACAC2,SACAT,Sanicula canadensis L. var. typica H. Wolff,,Apiaceae
SACAC2,SAFL9,Sanicula floridana E.P. Bicknell,,Apiaceae
SAMA2,,Sanicula marilandica L.,Maryland sanicle,Apiaceae
SAMA2,SAMAP,Sanicula marilandica L. var. petiolulata Fernald,,Apiaceae
SANIC,,Sanicula L.,sanicle,Apiaceae
SAOD,,Sanicula odorata (Raf.) K.M. Pryer & L.R. Phillippe,clustered blacksnakeroot,Apiaceae
SAOD,SAGR6,Sanicula gregaria E.P. Bicknell,,Apiaceae
SAOD,TROD2,Triclinium odoratum Raf.,,Apiaceae
SATR4,,Sanicula trifoliata E.P. Bicknell,largefruit blacksnakeroot,Apiaceae
SICA12,,Sium carsonii Durand ex A. Gray,Carson's waterparsnip,Apiaceae
SISU2,,Sium suave Walter,hemlock waterparsnip,Apiaceae
SISU2,SICI2,Sium cicutifolium Schrank,,Apiaceae
SISU2,SIFL,Sium floridanum Small,,Apiaceae
SISU2,SISUF,Sium suave Walter var. floridanum (Small) C.F. Reed,,Apiaceae
SIUM,,Sium L.,waterparsnip,Apiaceae
TAENI,,Taenidia (Torr. & A. Gray) Drude,taenidia,Apiaceae
